"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00026435","2007-03","3.8","0","0","7","1",,,"30","31","30","0","0","-42",,,"0.10","38","12269","2228","0.26",,"-6.9","7.3","-21.1",,,"80","80",,"21.0","25"
"USW00026435","2007-04","6.0","0","0","2","0",,,"0","30","0","0","0","2",,,"0.04","63","13093","824","0.05",,"37.5","50.2","24.9",,,"100","90",,"29.1","44"
"USW00026435","2007-05","5.6","2","2","5","2",,,"0","6","0","5","0","25",,,"0.52","81","13559","467","0.81",,"50.0","62.1","37.9",,,"190","200",,"23.9","35"
"USW00026435","2007-06","4.7","9","7","8","4",,,"0","0","0","21","0","39",,,"0.26","83","13720","160","0.99",,"59.9","71.9","47.9",,,"50","120",,"25.1","31"
"USW00026435","2007-07","3.1","33","24","11","7",,,"0","0","0","25","0","44",,,"0.81","83","71","71","2.43",,"63.5","74.5","52.5",,,"10","360",,"18.1","24"
"USW00026435","2007-08","3.1","38","4","12","5",,,"0","0","0","18","0","38",,,"0.59","81","261","190","1.82",,"59.0","70.1","47.9",,,"190","150",,"18.1","31"
"USW00026435","2007-09","4.9","38","0","12","5",,,"0","6","0","1","0","21",,,"0.78","72","782","520","1.67",,"46.9","56.4","37.5",,,"70","80",,"23.0","30"
"USW00026435","2007-10","4.3","38","0","6","0",,,"0","31","24","0","0","0",,,"0.08","45","2113","1331","0.19",,"22.1","28.8","15.3",,,"80","70",,"28.0","38"
"USW00026435","2007-11","5.6","38","0","7","1",,,"11","29","25","0","0","-17",,,"0.10","40","3579","1466","0.33",,"14.5","23.0","6.0",,,"80","80",,"31.1","43"
"USW00026435","2007-12","5.6","38","0","8","2",,,"20","31","31","0","0","-46",,,"0.14","28","5575","1996","0.54",,"0.6","9.4","-8.1",,,"80","80",,"31.1","46"
"USW00026435","2008-01","5.1","0","0","15","2",,,"24","31","29","0","0","-43",,,"0.13","43","7614","2039","0.76",,"-0.8","10.1","-11.7",,,"80","70",,"29.1","39"
"USW00026435","2008-02","5.4","0","0","6","0",,,"19","28","25","0","0","-48",,,"0.06","46","9496","1881","0.15",,"-2.5","9.0","-14.0",,,"80","80",,"36.9","46"
"USW00026435","2008-03","5.4","0","0","2","0",,,"16","31","22","0","0","-15",,,"0.01","43","11126","1630","0.02",,"12.4","22.8","2.0",,,"70","80",,"25.1","33"
"USW00026435","2008-04","4.7","0","0","15","6",,,"1","30","10","0","0","-7",,,"0.26","57","12217","1091","1.48",,"28.7","38.4","18.9",,,"230","230",,"21.0","30"
"USW00026435","2008-05","4.9","0","0","6","3",,,"0","8","0","0","0","20",,,"0.14","68","12763","547","0.41",,"47.4","59.6","35.2",,,"190","30",,"28.0","38"
"USW00026435","2008-06","4.3","4","4","14","7",,,"0","0","0","15","0","35",,,"0.61","81","12998","234","2.74",,"57.3","68.6","46.0",,,"200","50",,"30.0","41"
"USW00026435","2008-07","4.9","13","9","14","8",,,"0","0","0","12","0","41",,,"0.99","82","214","214","3.72",,"58.4","67.2","49.5",,,"40","320",,"23.0","32"
"USW00026435","2008-08","3.6","13","0","13","8",,,"0","0","0","1","0","35",,,"0.48","70","576","362","2.45",,"52.5","62.1","42.9",,,"90","90",,"19.9","24"
"USW00026435","2008-09","4.3","13","0","12","3",,,"0","11","1","1","0","20",,,"0.26","70","1190","614","0.94",,"44.5","53.4","35.7",,,"70","80",,"17.0","24"
"USW00026435","2008-10","3.6","13","0","11","2",,,"13","31","25","0","0","-17",,,"0.30","49","2750","1560","0.75",,"14.7","22.2","7.2",,,"80","90",,"19.9","28"
"USW00026435","2008-11","3.4","13","0","7","1",,,"18","29","30","0","0","-28",,,"0.10","25","4641","1891","0.25",,"0.0","8.6","-8.6",,,"70","70",,"23.0","31"
"USW00026435","2008-12","5.8","13","0","11","3",,,"23","31","31","0","0","-44",,,"0.17","23","6820","2178","0.57",,"-5.3","3.5","-14.0",,,"70","80",,"28.0","38"
"USW00026435","2009-01","6.3","0","0","17","2",,,"19","30","27","0","0","-51",,,"0.30","54","9053","2233","0.81",,"-7.0","1.0","-15.1",,,"80","80",,"38.0","51"
"USW00026435","2009-02","6.5","0","0","12","2",,,"18","28","27","0","0","-46",,,"0.23","34","10843","1790","0.63",,"1.1","11.3","-9.2",,,"70","80",,"28.0","36"
"USW00026435","2009-03","6.7","0","0","11","2",,,"18","31","25","0","0","-33",,,"0.60","45","12677","1835","1.27",,"5.8","18.0","-6.4",,,"80","240",,"29.1","40"
"USW00026435","2009-04","4.7","0","0","1","0",,,"7","26","5","2","0","-17",,,"0.07","74","13709","1032","0.07",,"30.6","43.7","17.5",,,"240","240",,"21.0","33"
"USW00026435","2009-05","4.7","0","0","6","0",,,"0","9","0","10","0","29",,,"0.08","78","14190","480","0.22",,"49.5","61.6","37.4",,,"170","90",,"17.0","28"
"USW00026435","2009-06","4.5","0","0","15","8",,,"0","0","0","15","0","37",,,"3.95","83","14405","215","5.79",,"57.8","69.4","46.3",,,"160","130",,"18.1","44"
"USW00026435","2009-07","4.3","34","34","2","0",,,"0","0","0","29","0","42",,,"0.03","89","60","60","0.06",,"64.1","77.8","50.5",,,"190","190",,"25.1","37"
"USW00026435","2009-08","3.6","37","3","16","10",,,"0","2","0","4","0","32",,,"0.43","79","443","383","2.82",,"52.7","62.6","42.9",,,"80","80",,"18.1","28"
"USW00026435","2009-09","3.8","37","0","8","3",,,"0","11","0","5","0","20",,,"0.20","73","1016","573","0.65",,"45.9","56.1","35.7",,,"80","100",,"19.9","26"
"USW00026435","2009-10","4.5","37","0","6","3",,,"1","27","12","0","0","-6",,,"0.16","55","2104","1088","0.46",,"29.9","37.7","22.1",,,"80","80",,"25.9","37"
"USW00026435","2009-11","4.0","37","0","5","0",,,"25","30","30","0","0","-36",,,"0.04","32","4091","1987","0.12",,"-1.2","7.2","-9.7",,,"70","70",,"25.1","33"
"USW00026435","2009-12","5.6","37","0","8","1",,,"21","31","28","0","0","-38",,,"0.10","34","6014","1923","0.39",,"0.7","8.0","-6.6",,,"80","70",,"30.0","39"
"USW00026435","2010-01","2.0","0","0","2","0",,,"29","31","31","0","0","-36",,,"0.03","22","8372","2359","0.05",,"-11.1","-2.9","-19.3",,,"60","70",,"21.0","30"
"USW00026435","2010-02","5.8","0","0","3","0",,,"13","27","22","0","0","-35",,,"0.04","45","9924","1552","0.08",,"7.7","16.5","-1.0",,,"80","80",,"23.9","31"
"USW00026435","2010-03","4.9","0","0","5","2",,,"18","31","24","0","0","-28",,,"0.15","41","11620","1696","0.44",,"10.3","23.8","-3.2",,,"70","70",,"23.0","32"
"USW00026435","2010-04","5.8","0","0","1","1",,,"0","24","3","0","0","5",,,"0.29","69","12445","825","0.29",,"36.6","48.9","24.2",,,"60","180",,"23.9","32"
"USW00026435","2010-05","4.5","0","0","8","1",,,"0","8","0","13","0","28",,,"0.13","82","12847","402","0.39",,"52.1","65.7","38.4",,,"170","110",,"23.9","32"
"USW00026435","2010-06","4.0","0","0","17","8",,,"0","0","0","13","0","42",,,"1.42","77","13033","187","3.48",,"58.8","69.0","48.6",,,"30","30",,"28.0","33"
"USW00026435","2010-07","4.3","9","9","12","5",,,"0","0","0","18","0","43",,,"0.57","84","128","128","2.01",,"61.1","71.2","51.1",,,"230","230",,"23.9","38"
"USW00026435","2010-08","4.3","29","20","11","3",,,"0","0","0","12","0","33",,,"0.43","85","341","213","1.30",,"58.8","69.0","48.5",,,"80","100",,"19.9","33"
"USW00026435","2010-09","4.3","29","0","6","4",,,"0","15","0","0","0","13",,,"1.78","69","914","573","2.82",,"45.9","57.7","34.1",,,"70","80",,"23.0","30"
"USW00026435","2010-10","5.1","29","0","6","0",,,"0","29","15","0","0","2",,,"0.09","60","2031","1117","0.34",,"27.8","35.9","19.8",,,"80","70",,"25.1","35"
"USW00026435","2010-11","3.6","29","0","12","4",,,"7","29","25","0","0","-26",,,"0.96","37","3579","1548","1.91",,"13.4","20.0","6.8",,,"80","200",,"21.0","29"
"USW00026435","2010-12","2.0","29","0","10","1",,,"30","31","31","0","0","-43",,,"0.20","11","6138","2559","0.41",,"-17.6","-10.7","-24.4",,,"80","80",,"32.0","39"
"USW00026435","2011-01","6.5","0","0","7","0",,,"21","30","28","0","0","-41",,,"0.09","42","8116","1979","0.35",,"-0.8","8.7","-10.2",,,"70","80",,"25.9","41"
"USW00026435","2011-02","5.8","0","0","14","6",,,"21","28","27","0","0","-42",,,"0.24","36","9972","1855","1.11",,"-1.3","10.3","-12.8",,,"290","300",,"28.0","41"
"USW00026435","2011-03","6.7","0","0","2","1",,,"16","31","23","0","0","-29",,,"0.12","44","11625","1654","0.14",,"11.7","24.5","-1.2",,,"70","80",,"25.1","33"
"USW00026435","2011-04","4.9","0","0","4","1",,,"2","30","8","0","0","-14",,,"0.19","56","12719","1093","0.30",,"28.5","40.4","16.7",,,"80","80",,"25.9","32"
"USW00026435","2011-05","5.4","5","5","3","0",,,"0","12","0","11","0","21",,,"0.03","85","13184","465","0.08",,"50.2","63.4","36.9",,,"190","200",,"25.1","35"
"USW00026435","2011-06","5.4","10","5","14","8",,,"0","0","0","14","0","39",,,"0.39","85","13369","184","1.70",,"59.0","69.1","49.0",,,"80","160",,"23.9","40"
"USW00026435","2011-07","4.0","14","4","14","4",,,"0","0","0","15","0","41",,,"0.44","80","173","173","1.85",,"59.6","69.6","49.5",,,"170","180",,"25.9","36"
"USW00026435","2011-08","4.7","14","0","19","5",,,"0","0","0","7","0","36",,,"0.49","73","495","322","1.81",,"54.6","64.8","44.3",,,"160","160",,"29.1","43"
"USW00026435","2011-09","4.5","14","0","7","3",,,"0","7","0","0","0","23",,,"0.30","69","1028","533","0.71",,"47.2","57.5","37.0",,,"70","80",,"25.9","36"
"USW00026435","2011-10","4.3","14","0","8","3",,,"2","31","14","0","0","-6",,,"0.15","51","2205","1177","0.59",,"27.0","35.6","18.5",,,"80","70",,"23.0","31"
"USW00026435","2011-11","4.5","14","0","10","4",,,"21","30","30","0","0","-42",,,"0.83","26","4313","2108","1.46",,"-5.3","2.9","-13.5",,,"70","80",,"28.0","38"
"USW00026435","2011-12","4.9","14","0","15","5",,,"20","31","26","0","0","-43",,,"0.28","52","6161","1848","1.06",,"5.4","15.9","-5.1",,,"80","230",,"28.0","40"
"USW00026435","2012-01","3.6","0","0","16","5",,,"31","31","30","0","0","-54",,,"0.68","22","8765","2604","1.78",,"-21.4","-10.6","-32.2",,,"70","100",,"25.1","33"
"USW00026435","2012-02","7.8","0","0","5","2",,,"10","25","20","0","0","-33",,,"0.19","44","10104","1338","0.45",,"11.9","22.9","0.9",,,"70","80",,"31.1","40"
"USW00026435","2012-03","3.8","0","0","9","2",,,"23","29","28","0","0","-31",,,"0.21","31","11909","1805","0.57",,"0.9","13.6","-11.7",,,"80","90",,"23.0","29"
"USW00026435","2012-04","4.3","0","0","1","0",,,"2","29","3","0","0","-9",,,"0.04","58","12818","909","0.04",,"34.7","47.2","22.2",,,"120","150",,"18.1","25"
"USW00026435","2012-05","5.1","0","0","4","2",,,"0","13","1","3","0","18",,,"0.24","73","13388","570","0.41",,"46.6","58.6","34.7",,,"180","180",,"25.9","35"
"USW00026435","2012-06","4.0","4","4","12","5",,,"0","0","0","19","0","43",,,"0.57","84","13538","150","2.35",,"60.2","71.1","49.2",,,"180","180",,"28.0","37"
"USW00026435","2012-07","3.6",,,"11","7",,,,,,,,,,,"0.60",,,,"2.73",,,,,,,"50","40",,"23.9","31"
"USW00026435","2012-08","3.8",,"0","12","5",,,"0","0","0","10","0","37",,,"1.10","80",,"294","2.28",,"55.5","65.8","45.2",,,"170","170",,"28.0","36"
"USW00026435","2012-09","4.9",,"0","8","3",,,"0","9","0","0","0","23",,,"0.18","68",,"539","0.55",,"45.7","54.9","36.5",,,"170","170",,"32.0","43"
"USW00026435","2012-10","4.0",,"0","9","5",,,"4","25","20","0","0","-11",,,"0.63","59",,"1310","1.50",,"22.7","30.3","15.2",,,"90","70",,"21.0","31"
"USW00026435","2012-11","3.1",,"0","6","1",,,"25","30","30","0","0","-32",,,"0.24","19",,"2142","0.39",,"-6.4","3.3","-16.1",,,"70","80",,"23.9","33"
"USW00026435","2012-12","5.8",,"0","10","4",,,"26","31","29","0","0","-49",,,"0.73","34",,"2352","1.79",,"-10.9","-1.8","-19.9",,,"70","70",,"28.0","39"
"USW00026435","2013-01","6.3","0","0","14","5",,,"19","31","27","0","0","-48",,,"0.34","38",,"1904","1.02",,"3.6","12.4","-5.2",,,"70","70",,"28.0","36"
"USW00026435","2013-02","3.4","0","0","13","1",,,"24","28","28","0","0","-41",,,"0.17","30",,"1870","0.66",,"-1.8","9.6","-13.1",,,"70","50",,"21.9","30"
"USW00026435","2013-03","4.3","0","0","9","3",,,"22","30","27","0","0","-27",,,"0.19","40",,"1773","0.59",,"5.9","20.4","-8.6",,,"70","50",,"25.1","38"
"USW00026435","2013-04","4.9","0","0","6","1",,,"9","30","18","0","0","-17",,,"0.11","49",,"1417","0.34",,"17.8","29.7","5.8",,,"80","280",,"23.0","29"
"USW00026435","2013-05","4.5","1","1","5","1",,,"0","20","2","7","0","15",,,"0.31","84",,"704","0.40",,"42.3","54.5","30.1",,,"190","160",,"21.0","26"
"USW00026435","2013-06","4.5","82","81","8","0",,,"0","0","0","23","1","44",,,"0.09","90",,"93","0.29",,"64.6","76.7","52.5",,,"180","150",,"21.0","32"
"USW00026435","2013-07","3.8","105","23","10","4",,,"0","0","0","18","0","43",,,"0.73","89","120","120","1.73",,"61.8","72.8","50.8",,,"160","210",,"19.9","29"
"USW00026435","2013-08","3.6","117","12","7","4",,,"0","1","0","15","0","30",,,"1.00","84","365","245","2.04",,"57.5","68.4","46.5",,,"160","170",,"28.0","38"
"USW00026435","2013-09","4.0","117","0","16","3",,,"0","11","0","0","0","20",,,"0.83","67","1051","686","2.16",,"42.1","49.3","34.9",,,"80","80",,"23.0","30"
"USW00026435","2013-10","6.3","117","0","9","4",,,"0","18","2","0","0","14",,,"0.19","61","1929","877","0.75",,"36.7","43.5","29.9",,,"80","200",,"28.0","37"
"USW00026435","2013-11","5.8","117","0","13","3",,,"15","29","27","0","0","-27",,,"0.26","43","3581","1652","0.94",,"8.0","16.2","-0.2",,,"80","340",,"32.0","49"
"USW00026435","2013-12","6.3","117","0","10","2",,,"20","31","30","0","0","-47",,,"0.40","38","5641","2060","0.74",,"-1.4","6.2","-9.1",,,"40","30",,"28.0","39"
"USW00026435","2014-01","5.6","0","0","8","0",,,"14","30","22","0","0","-43",,,"0.07","45","7342","1701","0.27",,"10.1","17.7","2.6",,,"80","90",,"30.0","39"
"USW00026435","2014-02","5.6","0","0","3","1",,,"19","27","27","0","0","-30",,,"0.22","36","9120","1778","0.26",,"-0.7","9.2","-10.5",,,"70","70",,"28.0","35"
"USW00026435","2014-03","6.3","0","0","4","1",,,"14","31","17","0","0","-25",,,"0.15","41","10686","1567","0.24",,"14.5","27.5","1.4",,,"80","80",,"30.0","40"
"USW00026435","2014-04","4.9","0","0","2","0",,,"4","29","5","0","0","-9",,,"0.07","61","11678","992","0.12",,"31.9","45.3","18.6",,,"170","270",,"19.9","27"
"USW00026435","2014-05","5.1","0","0","3","0",,,"0","11","0","5","0","29",,,"0.03","72","12173","495","0.06",,"49.0","62.2","35.9",,,"220","240",,"25.9","41"
"USW00026435","2014-06","4.5","0","0","16","9",,,"0","0","0","11","0","33",,,"1.22","76","12444","270","5.38",,"56.0","66.0","46.0",,,"150","160",,"19.9","31"
"USW00026435","2014-07","3.6","7","7","15","8",,,"0","0","0","14","0","38",,,"1.51","85","194","194","4.94",,"59.0","68.4","49.6",,,"230","230",,"19.9","32"
"USW00026435","2014-08","4.3","12","4","12","7",,,"0","2","0","12","0","31",,,"0.65","77","420","226","2.52",,"57.8","66.9","48.8",,,"170","190",,"18.1","26"
"USW00026435","2014-09","5.1","12","0","8","5",,,"0","13","0","2","0","21",,,"1.34","74","1009","589","2.81",,"45.4","55.5","35.2",,,"170","170",,"23.9","33"
"USW00026435","2014-10","3.6","12","0","10","2",,,"1","30","20","0","0","-4",,,"0.31","45","2286","1276","0.70",,"23.8","30.4","17.3",,,"80","80",,"21.9","29"
"USW00026435","2014-11","6.7","12","0","5","1",,,"10","29","23","0","0","-14",,,"0.12","37","3804","1518","0.22",,"14.4","21.8","7.0",,,"80","80",,"29.1","35"
"USW00026435","2014-12","4.9","12","0","12","4",,,"16","31","27","0","0","-17",,,"0.52","37","5554","1750","1.22",,"8.5","16.5","0.6",,,"80","80",,"29.1","39"
"USW00026435","2015-01","5.1","0","0","4","0",,,"18","31","31","0","0","-43",,,"0.02","32","7641","2087","0.06",,"-2.3","4.8","-9.5",,,"90","70",,"32.0","43"
"USW00026435","2015-02","5.1","0","0","3","2",,,"15","27","18","0","0","-42",,,"0.18","51","9222","1581","0.38",,"6.8","18.1","-4.4",,,"80","250",,"29.1","36"
"USW00026435","2015-03","5.1","0","0","4","1",,,"9","31","13","0","0","-30",,,"0.11","49","10691","1469","0.26",,"17.6","30.0","5.2",,,"80","230",,"23.9","35"
"USW00026435","2015-04","5.8","0","0","2","0",,,"0","28","1","0","0","17",,,"0.09","62","11533","842","0.11",,"36.9","47.9","26.0",,,"190","200",,"33.1","43"
"USW00026435","2015-05","4.9","3","3","2","1",,,"0","5","0","17","0","25",,,"0.32","87","11846","313","0.37",,"55.0","69.4","40.6",,,"180","200",,"21.9","34"
"USW00026435","2015-06","4.3","25","22","10","5",,,"0","0","0","15","0","38",,,"0.26","86","12032","187","1.30",,"59.5","71.2","47.8",,,"160","180",,"25.1","34"
"USW00026435","2015-07","4.5","51","26","12","4",,,"0","0","0","20","1","43",,,"0.71","92","125","125","1.67",,"61.8","71.8","51.9",,,"40","240",,"19.9","27"
"USW00026435","2015-08","4.3","55","4","17","6",,,"0","2","0","7","0","31",,,"0.75","81","454","329","2.55",,"54.5","62.7","46.3",,,"240","240",,"19.9","33"
"USW00026435","2015-09","4.5","55","0","13","9",,,"0","11","0","0","0","21",,,"1.03","68","1134","679","4.75",,"42.3","50.2","34.4",,,"80","80",,"19.9","26"
"USW00026435","2015-10","4.5","55","0","8","4",,,"0","29","5","0","0","3",,,"0.20","52","2174","1040","0.82",,"31.4","37.7","25.2",,,"70","70",,"19.9","25"
"USW00026435","2015-11","6.3","55","0","16","6",,,"9","30","27","0","0","-24",,,"0.19","37","3748","1574","1.25",,"12.5","18.9","6.1",,,"70","80",,"25.1","34"
"USW00026435","2015-12","4.9","55","0","3","0",,,"24","30","28","0","0","-30",,,"0.04","49","5713","1965","0.07",,"1.6","10.4","-7.1",,,"80","190",,"25.9","43"
"USW00026435","2016-01","6.5","0","0","1","0",,,"13","31","25","0","0","-14",,,"0.01","44","7369","1656","0.01",,"11.6","19.5","3.6",,,"90","90",,"28.0","40"
"USW00026435","2016-02","6.3","0","0","3","0",,,"14","29","20","0","0","-16",,,"0.04","42","8859","1490","0.06",,"13.6","23.3","4.0",,,"80","90",,"29.1","38"
"USW00026435","2016-03","3.8","0","0","7","1",,,"8","31","20","0","0","-20",,,"0.12","49","10324","1465","0.38",,"17.7","28.1","7.4",,,"10","20",,"16.1","25"
"USW00026435","2016-04","6.3","0","0","6","1",,,"0","26","2","0","0","15",,,"0.45","65","11122","798","0.57",,"38.4","49.5","27.3",,,"80","80",,"23.9","31"
"USW00026435","2016-05","5.4","0","0","11","4",,,"0","3","0","7","0","30",,,"0.74","78","11515","393","1.30",,"52.3","63.4","41.2",,,"180","170",,"21.9","30"
"USW00026435","2016-06","4.5","13","13","14","10",,,"0","0","0","14","0","36",,,"0.51","85","11704","189","2.65",,"59.1","69.7","48.5",,,"70","40",,"23.9","36"
"USW00026435","2016-07","4.3","43","30","18","15",,,"0","0","0","17","1","49",,,"0.60","90","102","102","4.75",,"62.7","71.0","54.3",,,"240","220",,"17.0","31"
"USW00026435","2016-08","4.5","76","33","13","4",,,"0","0","0","21","1","43",,,"0.70","91","222","119","1.73",,"62.2","72.2","52.2",,,"80","70",,"21.0","29"
"USW00026435","2016-09","4.7","76","0","10","6",,,"0","11","0","0","0","25",,,"0.90","69","803","582","1.70",,"45.6","55.6","35.6",,,"170","170",,"25.1","35"
"USW00026435","2016-10","6.9","76","0","1","0",,,"1","29","12","0","0","-1",,,"0.03","58","1934","1131","0.03",,"28.5","37.9","19.1",,,"70","50",,"25.9","36"
"USW00026435","2016-11","4.0","76","0","7","1",,,"16","30","29","0","0","-25",,,"0.13","34","3671","1736","0.23",,"7.1","15.1","-0.9",,,"70","80",,"25.1","33"
"USW00026435","2016-12","6.3","76","0","13","5",,,"22","31","29","0","0","-31",,,"0.77","35","5712","2042","1.74",,"-0.9","7.8","-9.5",,,"230","240",,"31.1","53"
"USW00026435","2017-01","4.5","0","0","9","4",,,"23","31","30","0","0","-54",,,"0.21","33","7930","2217","0.75",,"-6.5","3.4","-16.4",,,"80","280",,"23.0","36"
"USW00026435","2017-02","4.0","0","0","12","4",,,"21","28","25","0","0","-39",,,"0.30","37","9698","1768","1.15",,"1.8","11.3","-7.6",,,"80","70",,"21.0","32"
"USW00026435","2017-03","3.1","0","0","3","1",,,"24","30","30","0","0","-39",,,"0.12","41","11727","2029","0.17",,"-2.7","13.9","-19.2",,,"90","90",,"23.0","31"
"USW00026435","2017-04","6.0","0","0","3","0",,,"0","27","2","0","0","9",,,"0.09","57","12638","911","0.20",,"34.6","45.4","23.8",,,"80","70",,"23.9","31"
"USW00026435","2017-05","5.6","0","0","11","1",,,"0","5","0","2","0","29",,,"0.30","73","13118","480","0.50",,"49.5","62.0","37.0",,,"190","190",,"23.9","35"
"USW00026435","2017-06","4.3","8","8","5","4",,,"0","0","0","24","0","34",,,"0.91","84","13265","147","1.87",,"60.4","72.6","48.2",,,"100","90",,"23.0","31"
"USW00026435","2017-07","3.4","55","47","14","8",,,"0","0","0","27","0","46",,,"0.37","85","37","37","1.94",,"65.3","75.7","54.9",,,"140","150",,"25.9","37"
"USW00026435","2017-08","3.1","67","11","18","8",,,"0","0","0","9","0","35",,,"0.49","82","276","239","2.01",,"57.6","66.4","48.9",,,"190","170",,"18.1","24"
"USW00026435","2017-09","4.7","67","0","9","3",,,"0","1","0","0","0","32",,,"0.30","69","800","524","1.12",,"47.5","56.4","38.7",,,"190","150",,"23.9","36"
"USW00026435","2017-10","5.4","67","0","10","5",,,"1","19","8","0","0","-2",,,"0.74","58","1750","950","1.87",,"32.2","38.9","25.6",,,"90","70",,"25.1","33"
"USW00026435","2017-11","6.7","67","0","11","4",,,"10","30","29","0","0","-23",,,"0.32","34","3355","1604","1.20",,"11.5","17.4","5.6",,,"70","70",,"25.9","35"
"USW00026435","2017-12","7.4","67","0","6","2",,,"7","31","23","0","0","-23",,,"0.13","45","4831","1476","0.33",,"17.4","24.5","10.2",,,"80","90",,"28.0","38"
"USW00026435","2018-01","6.0","0","0","6","3",,,"16","31","29","0","0","-41",,,"0.25","43","6876","2046","0.62",,"-1.0","6.6","-8.6",,,"90","100",,"36.0","53"
"USW00026435","2018-02","7.4","0","0","13","7",,,"11","28","24","0","0","-23",,,"0.56","36","8404","1527","2.02",,"10.5","18.7","2.2",,,"80","70",,"25.1","38"
"USW00026435","2018-03","6.0","0","0","9","3",,,"6","31","24","0","0","-21",,,"0.22","38","9861","1457","0.72",,"18.0","28.4","7.6",,,"80","70",,"25.9","34"
"USW00026435","2018-04","6.7","0","0","6","0",,,"3","27","4","0","0","-6",,,"0.05","51","10905","1043","0.15",,"30.2","41.5","18.9",,,"90","80",,"29.1","37"
"USW00026435","2018-05","5.4","0","0","8","2",,,"0","6","0","2","0","30",,,"0.61","72","11374","469","0.98",,"48.8","60.2","37.4",,,"170","170",,"25.1","35"
"USW00026435","2018-06","4.0","4","4","11","3",,,"0","0","0","20","0","33",,,"0.29","82","11573","198","0.92",,"58.5","70.5","46.6",,,"180","170",,"25.1","35"
"USW00026435","2018-07","4.0","62","57","7","2",,,"0","0","0","26","0","39",,,"0.36","89","70","70","0.68",,"64.6","76.4","52.8",,,"170","170",,"21.0","28"
"USW00026435","2018-08","4.0","62","0","15","10",,,"0","0","0","4","0","35",,,"0.68","76","351","281","4.15",,"55.9","63.6","48.3",,,"170","290",,"21.0","35"
"USW00026435","2018-09","3.8","62","0","14","7",,,"0","7","0","0","0","27",,,"0.84","66","865","514","2.23",,"47.9","56.6","39.2",,,"90","70",,"23.9","32"
"USW00026435","2018-10","5.8","62","0","8","1",,,"0","20","4","0","0","1",,,"0.11","64","1785","920","0.58",,"35.3","43.5","27.2",,,"70","80",,"29.1","38"
"USW00026435","2018-11","5.1","62","0","10","5",,,"5","30","29","0","0","-10",,,"0.63","33","3289","1504","1.21",,"14.8","21.1","8.7",,,"70","80",,"21.9","32"
"USW00026435","2018-12","3.8","62","0","6","0",,,"22","31","29","0","0","-29",,,"0.07","35","5274","1985","0.23",,"1.0","10.1","-8.1",,,"80","80",,"23.9","36"
"USW00026435","2019-01","4.0","0","0","8","3",,,"23","31","29","0","0","-43",,,"0.16","35","7373","2098","0.54",,"-2.7","7.0","-12.3",,,"70","80",,"21.9","32"
"USW00026435","2019-02","8.1","0","0","12","4",,,"10","28","27","0","0","-23",,,"0.18","34","8877","1504","0.77",,"11.3","21.1","1.5",,,"80","230",,"25.9","41"
"USW00026435","2019-03","5.4","0","0","8","1",,,"3","27","9","0","0","-10",,,"0.11","54","9970","1093","0.31",,"29.7","39.4","20.1",,,"100","100",,"23.0","33"
"USW00026435","2019-04","5.4","0","0","5","1",,,"0","28","2","1","0","15",,,"0.12","70","10831","861","0.24",,"36.3","47.3","25.3",,,"100","90",,"23.9","36"
"USW00026435","2019-05","4.9","0","0","7","2",,,"0","4","0","8","0","25",,,"0.34","76","11212","381","0.60",,"52.7","64.7","40.7",,,"150","150",,"28.0","39"
"USW00026435","2019-06","3.1","36","36","13","8",,,"0","0","0","27","0","41",,,"1.02","88","11311","99","3.45",,"62.9","75.2","50.6",,,"170","200",,"18.1","27"
"USW00026435","2019-07","2.9","102","66","7","3",,,"0","0","0","25","0","49",,,"0.27","87","35","35","0.72",,"66.0","76.5","55.5",,,"190","240",,"16.1","25"
"USW00026435","2019-08","3.4","104","2","14","10",,,"0","0","0","6","0","35",,,"1.26","77","308","273","5.46",,"56.2","65.4","47.1",,,"230","230",,"19.9","34"
"USW00026435","2019-09","4.7","104","0","10","5",,,"0","6","0","3","0","24",,,"0.31","73","802","494","1.33",,"48.5","57.7","39.3",,,"170","180",,"21.9","31"
"USW00026435","2019-10","5.6","104","0","15","9",,,"0","26","2","0","0","11",,,"0.46","53","1807","1005","2.16",,"32.6","38.7","26.4",,,"70","80",,"25.9","40"
"USW00026435","2019-11","6.7","104","0","15","6",,,"1","26","24","0","0","-16",,,"0.34","36","3079","1272","1.85",,"16.1","20.7","11.5",,,"70","80",,"30.0","41"
"USW00026435","2019-12","4.9","104","0","7","2",,,"19","29","27","0","0","-44",,,"0.27","36","5046","1967","0.58",,"-2.8","6.0","-11.7",,,"80","50",,"25.9","36"
"USW00026435","2020-01","4.5","0","0","11","1",,,"29","31","31","0","0","-44",,,"0.12","7","7553","2507","0.48",,"-15.9","-8.1","-23.6",,,"80","90",,"31.1","41"
"USW00026435","2020-02","4.5","0","0","8","1",,,"20","28","28","0","0","-39",,,"0.19","30","9475","1922","0.47",,"-3.6","8.8","-16.1",,,"80","70",,"23.9","33"
"USW00026435","2020-03","6.7","0","0","15","4",,,"14","30","22","0","0","-42",,,"0.54","40","11124","1649","1.61",,"11.8","21.8","1.7",,,"80","100",,"28.0","39"
